Faction,Augmentation,RepRequired,CurrentPrice,Category,ValueDensity,AlsoUnlockedAtThisRepOrLess,CountAlsoUnlocked
The Black Hand,Embedded Netburner Module Core V3 Upgrade,1750000,15000000000,Hacking,5.1e-07,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Glibness Enhancement; Bionic Spine; Neuralstimulator; Cranial Signal Processors - Gen III; ADR-V2 Pheromone Gene; FocusWire; Enhanced Myelin Sheathing; The Black Hand; DataJack; Cranial Signal Processors - Gen IV; Golden Tongue Module; Bionic Legs; HyperSight Corneal Implant; Embedded Netburner Module Core Implant; Neuronal Densification; The Illustrated Primer; Neural Accelerator; Graphene BrachiBlades Upgrade; Social Dynamics Processor; Artificial Bio-neural Network Implant; Unstable Circadian Modulator; Enhanced Social Interaction Implant; PC Direct-Neural Interface; Synfibril Muscle; PC Direct-Neural Interface Optimization Submodule; Neotra; Embedded Netburner Module Analyze Engine; OmniTek InfoLoad; Synthetic Heart; Graphene Bionic Legs Upgrade; NEMEAN Subdermal Weave; Xanipher; Embedded Netburner Module Core V2 Upgrade; Embedded Netburner Module Direct Memory Access Upgrade; Graphene Bone Lacings; CordiARC Fusion Reactor; ECorp HVMind Implant; Graphene Bionic Spine Upgrade,73
The Black Hand,QLink,1875000,50000000000000,Hacking,3.33e-06,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Glibness Enhancement; Bionic Spine; Neuralstimulator; Cranial Signal Processors - Gen III; ADR-V2 Pheromone Gene; FocusWire; Enhanced Myelin Sheathing; The Black Hand; DataJack; Cranial Signal Processors - Gen IV; Golden Tongue Module; Bionic Legs; HyperSight Corneal Implant; Embedded Netburner Module Core Implant; Neuronal Densification; The Illustrated Primer; Neural Accelerator; Graphene BrachiBlades Upgrade; Social Dynamics Processor; Artificial Bio-neural Network Implant; Unstable Circadian Modulator; Enhanced Social Interaction Implant; PC Direct-Neural Interface; Synfibril Muscle; PC Direct-Neural Interface Optimization Submodule; Neotra; Embedded Netburner Module Analyze Engine; OmniTek InfoLoad; Synthetic Heart; Graphene Bionic Legs Upgrade; NEMEAN Subdermal Weave; Xanipher; Embedded Netburner Module Core V2 Upgrade; Embedded Netburner Module Direct Memory Access Upgrade; Graphene Bone Lacings; CordiARC Fusion Reactor; ECorp HVMind Implant; Graphene Bionic Spine Upgrade; Embedded Netburner Module Core V3 Upgrade,74
The Covenant,NeuroFlux Governor,500,1500000,Charisma; Combat; Hacking; Hacknet; Money/Work; Reputation,0.00031929,,0
The Covenant,Augmented Targeting III,27500,230000000,Combat,0.0,NeuroFlux Governor,1
The Covenant,Combat Rib III,35000,240000000,Combat,0.0,NeuroFlux Governor; Augmented Targeting III,2
The Covenant,Synfibril Muscle,437500,2250000000,Combat,0.0,NeuroFlux Governor; Augmented Targeting III; Combat Rib III,3
The Covenant,Embedded Netburner Module Analyze Engine,625000,12000000000,Hacking,1.6e-07,NeuroFlux Governor; Augmented Targeting III; Combat Rib III; Synfibril Muscle,4
The Covenant,Synthetic Heart,750000,5750000000,Charisma; Combat,0.0,NeuroFlux Governor; Augmented Targeting III; Combat Rib III; Synfibril Muscle; Embedded Netburner Module Analyze Engine,5
The Covenant,NEMEAN Subdermal Weave,875000,6500000000,Combat,0.0,NeuroFlux Governor; Augmented Targeting III; Combat Rib III; Synfibril Muscle; Embedded Netburner Module Analyze Engine; Synthetic Heart,6
The Covenant,Embedded Netburner Module Direct Memory Access Upgrade,1000000,14000000000,Hacking,6e-07,NeuroFlux Governor; Augmented Targeting III; Combat Rib III; Synfibril Muscle; Embedded Netburner Module Analyze Engine; Synthetic Heart; NEMEAN Subdermal Weave,7
The Covenant,Graphene Bone Lacings,1125000,8500000000,Combat,0.0,NeuroFlux Governor; Augmented Targeting III; Combat Rib III; Synfibril Muscle; Embedded Netburner Module Analyze Engine; Synthetic Heart; NEMEAN Subdermal Weave; Embedded Netburner Module Direct Memory Access Upgrade,8
The Covenant,SPTN-97 Gene Modification,1250000,9750000000,Combat; Hacking,1.2e-07,NeuroFlux Governor; Augmented Targeting III; Combat Rib III; Synfibril Muscle; Embedded Netburner Module Analyze Engine; Synthetic Heart; NEMEAN Subdermal Weave; Embedded Netburner Module Direct Memory Access Upgrade; Graphene Bone Lacings,9
The Covenant,Embedded Netburner Module Core V3 Upgrade,1750000,15000000000,Hacking,5.1e-07,NeuroFlux Governor; Augmented Targeting III; Combat Rib III; Synfibril Muscle; Embedded Netburner Module Analyze Engine; Synthetic Heart; NEMEAN Subdermal Weave; Embedded Netburner Module Direct Memory Access Upgrade; Graphene Bone Lacings; SPTN-97 Gene Modification,10
The Dark Army,NeuroFlux Governor,500,1500000,Charisma; Combat; Hacking; Hacknet; Money/Work; Reputation,0.00031929,,0
The Dark Army,Wired Reflexes,1250,5000000,Combat,0.0,NeuroFlux Governor,1
The Dark Army,Augmented Targeting I,5000,30000000,Combat,0.0,NeuroFlux Governor; Wired Reflexes,2
The Dark Army,Combat Rib I,7500,47500000,Combat,0.0,NeuroFlux Governor; Wired Reflexes; Augmented Targeting I,3
The Dark Army,Augmented Targeting II,8750,85000000,Combat,0.0,NeuroFlux Governor; Wired Reflexes; Augmented Targeting I; Combat Rib I,4
The Dark Army,HemoRecirculator,10000,90000000,Charisma; Combat,0.0,NeuroFlux Governor; Wired Reflexes; Augmented Targeting I; Combat Rib I; Augmented Targeting II,5
The Dark Army,Magnetism Amplifier,15000,500000000,Charisma; Reputation,6.67e-06,NeuroFlux Governor; Wired Reflexes; Augmented Targeting I; Combat Rib I; Augmented Targeting II; HemoRecirculator,6
The Dark Army,Combat Rib II,18750,130000000,Combat,0.0,NeuroFlux Governor; Wired Reflexes; Augmented Targeting I; Combat Rib I; Augmented Targeting II; HemoRecirculator; Magnetism Amplifier,7
The Dark Army,Power Recirculation Core,25000,360000000,Charisma; Combat; Hacking,6e-06,NeuroFlux Governor; Wired Reflexes; Augmented Targeting I; Combat Rib I; Augmented Targeting II; HemoRecirculator; Magnetism Amplifier; Combat Rib II,8
The Dark Army,Augmented Targeting III,27500,230000000,Combat,0.0,NeuroFlux Governor; Wired Reflexes; Augmented Targeting I; Combat Rib I; Augmented Targeting II; HemoRecirculator; Magnetism Amplifier; Combat Rib II; Power Recirculation Core,9
The Dark Army,Combat Rib III,35000,240000000,Combat,0.0,NeuroFlux Governor; Wired Reflexes; Augmented Targeting I; Combat Rib I; Augmented Targeting II; HemoRecirculator; Magnetism Amplifier; Combat Rib II; Power Recirculation Core; Augmented Targeting III,10
The Dark Army,Nanofiber Weave,37500,250000000,Charisma; Combat,0.0,NeuroFlux Governor; Wired Reflexes; Augmented Targeting I; Combat Rib I; Augmented Targeting II; HemoRecirculator; Magnetism Amplifier; Combat Rib II; Power Recirculation Core; Augmented Targeting III; Combat Rib III; The Shadow's Simulacrum,12
The Dark Army,The Shadow's Simulacrum,37500,800000000,Reputation,8e-06,NeuroFlux Governor; Wired Reflexes; Augmented Targeting I; Combat Rib I; Augmented Targeting II; HemoRecirculator; Magnetism Amplifier; Combat Rib II; Power Recirculation Core; Augmented Targeting III; Combat Rib III; Nanofiber Weave,12
The Dark Army,The Illustrated Primer,187500,6750000000,Charisma,0.0,NeuroFlux Governor; Wired Reflexes; Augmented Targeting I; Combat Rib I; Augmented Targeting II; HemoRecirculator; Magnetism Amplifier; Combat Rib II; Power Recirculation Core; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum,13
The Dark Army,Graphene Bionic Arms Upgrade,500000,7500000000,Combat,0.0,NeuroFlux Governor; Wired Reflexes; Augmented Targeting I; Combat Rib I; Augmented Targeting II; HemoRecirculator; Magnetism Amplifier; Combat Rib II; Power Recirculation Core; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; The Illustrated Primer,14
The Syndicate,NeuroFlux Governor,500,1500000,Charisma; Combat; Hacking; Hacknet; Money/Work; Reputation,0.00031929,,0
The Syndicate,Wired Reflexes,1250,5000000,Combat,0.0,NeuroFlux Governor,1
The Syndicate,ADR-V1 Pheromone Gene,3750,35000000,Charisma; Reputation,5.333e-05,NeuroFlux Governor; Wired Reflexes,2
The Syndicate,Augmented Targeting I,5000,30000000,Combat,0.0,NeuroFlux Governor; Wired Reflexes; ADR-V1 Pheromone Gene,3
The Syndicate,Combat Rib I,7500,47500000,Combat,0.0,NeuroFlux Governor; Wired Reflexes; ADR-V1 Pheromone Gene; Augmented Targeting I,4
The Syndicate,Augmented Targeting II,8750,85000000,Combat,0.0,NeuroFlux Governor; Wired Reflexes; ADR-V1 Pheromone Gene; Augmented Targeting I; Combat Rib I,5
The Syndicate,HemoRecirculator,10000,90000000,Charisma; Combat,0.0,NeuroFlux Governor; Wired Reflexes; ADR-V1 Pheromone Gene; Augmented Targeting I; Combat Rib I; Augmented Targeting II,6
The Syndicate,BrachiBlades,12500,180000000,Combat; Money/Work,2e-05,NeuroFlux Governor; Wired Reflexes; ADR-V1 Pheromone Gene; Augmented Targeting I; Combat Rib I; Augmented Targeting II; HemoRecirculator,7
The Syndicate,Combat Rib II,18750,130000000,Combat,0.0,NeuroFlux Governor; Wired Reflexes; ADR-V1 Pheromone Gene; Augmented Targeting I; Combat Rib I; Augmented Targeting II; HemoRecirculator; BrachiBlades,8
The Syndicate,Power Recirculation Core,25000,360000000,Charisma; Combat; Hacking,6e-06,NeuroFlux Governor; Wired Reflexes; ADR-V1 Pheromone Gene; Augmented Targeting I; Combat Rib I; Augmented Targeting II; HemoRecirculator; BrachiBlades; Combat Rib II,9
The Syndicate,Augmented Targeting III,27500,230000000,Combat,0.0,NeuroFlux Governor; Wired Reflexes; ADR-V1 Pheromone Gene; Augmented Targeting I; Combat Rib I; Augmented Targeting II; HemoRecirculator; BrachiBlades; Combat Rib II; Power Recirculation Core,10
The Syndicate,Combat Rib III,35000,240000000,Combat,0.0,NeuroFlux Governor; Wired Reflexes; ADR-V1 Pheromone Gene; Augmented Targeting I; Combat Rib I; Augmented Targeting II; HemoRecirculator; BrachiBlades; Combat Rib II; Power Recirculation Core; Augmented Targeting III,11
The Syndicate,Nanofiber Weave,37500,250000000,Charisma; Combat,0.0,NeuroFlux Governor; Wired Reflexes; ADR-V1 Pheromone Gene; Augmented Targeting I; Combat Rib I; Augmented Targeting II; HemoRecirculator; BrachiBlades; Combat Rib II; Power Recirculation Core; Augmented Targeting III; Combat Rib III; The Shadow's Simulacrum,13
The Syndicate,The Shadow's Simulacrum,37500,800000000,Reputation,8e-06,NeuroFlux Governor; Wired Reflexes; ADR-V1 Pheromone Gene; Augmented Targeting I; Combat Rib I; Augmented Targeting II; HemoRecirculator; BrachiBlades; Combat Rib II; Power Recirculation Core; Augmented Targeting III; Combat Rib III; Nanofiber Weave,13
The Syndicate,Bionic Spine,45000,250000000,Combat,0.0,NeuroFlux Governor; Wired Reflexes; ADR-V1 Pheromone Gene; Augmented Targeting I; Combat Rib I; Augmented Targeting II; HemoRecirculator; BrachiBlades; Combat Rib II; Power Recirculation Core; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum,14
The Syndicate,Bionic Legs,150000,750000000,Combat,0.0,NeuroFlux Governor; Wired Reflexes; ADR-V1 Pheromone Gene; Augmented Targeting I; Combat Rib I; Augmented Targeting II; HemoRecirculator; BrachiBlades; Combat Rib II; Power Recirculation Core; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Bionic Spine,15
The Syndicate,The Illustrated Primer,187500,6750000000,Charisma,0.0,NeuroFlux Governor; Wired Reflexes; ADR-V1 Pheromone Gene; Augmented Targeting I; Combat Rib I; Augmented Targeting II; HemoRecirculator; BrachiBlades; Combat Rib II; Power Recirculation Core; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Bionic Spine; Bionic Legs,16
The Syndicate,NEMEAN Subdermal Weave,875000,6500000000,Combat,0.0,NeuroFlux Governor; Wired Reflexes; ADR-V1 Pheromone Gene; Augmented Targeting I; Combat Rib I; Augmented Targeting II; HemoRecirculator; BrachiBlades; Combat Rib II; Power Recirculation Core; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Bionic Spine; Bionic Legs; The Illustrated Primer,17
Tian Di Hui,NeuroFlux Governor,500,1500000,Charisma; Combat; Hacking; Hacknet; Money/Work; Reputation,0.00031929,,0
Tian Di Hui,Wired Reflexes,1250,5000000,Combat,0.0,NeuroFlux Governor,1
Tian Di Hui,Speech Enhancement,2500,25000000,Charisma; Reputation,4e-05,NeuroFlux Governor; Wired Reflexes,2
Tian Di Hui,ADR-V1 Pheromone Gene,3750,35000000,Charisma; Reputation,5.333e-05,NeuroFlux Governor; Wired Reflexes; Speech Enhancement,3
Tian Di Hui,Nuoptimal Nootropic Injector Implant,5000,40000000,Charisma; Reputation,4e-05,NeuroFlux Governor; Wired Reflexes; Speech Enhancement; ADR-V1 Pheromone Gene,4
Tian Di Hui,Social Negotiation Assistant (S.N.A),6250,60000000,Charisma; Money/Work; Reputation,6.4e-05,NeuroFlux Governor; Wired Reflexes; Speech Enhancement; ADR-V1 Pheromone Gene; Nuoptimal Nootropic Injector Implant,5
Tian Di Hui,Speech Processor Implant,7500,100000000,Charisma,0.0,NeuroFlux Governor; Wired Reflexes; Speech Enhancement; ADR-V1 Pheromone Gene; Nuoptimal Nootropic Injector Implant; Social Negotiation Assistant (S.N.A),6
Tian Di Hui,Nanofiber Weave,37500,250000000,Charisma; Combat,0.0,NeuroFlux Governor; Wired Reflexes; Speech Enhancement; ADR-V1 Pheromone Gene; Nuoptimal Nootropic Injector Implant; Social Negotiation Assistant (S.N.A); Speech Processor Implant,7
Tian Di Hui,Neuroreceptor Management Implant,75000,1100000000,,0.0,NeuroFlux Governor; Wired Reflexes; Speech Enhancement; ADR-V1 Pheromone Gene; Nuoptimal Nootropic Injector Implant; Social Negotiation Assistant (S.N.A); Speech Processor Implant; Nanofiber Weave,8
Volhaven,NeuroFlux Governor,500,1500000,Charisma; Combat; Hacking; Hacknet; Money/Work; Reputation,0.00031929,,0
Volhaven,Wired Reflexes,1250,5000000,Combat,0.0,NeuroFlux Governor,1
Volhaven,Nuoptimal Nootropic Injector Implant,5000,40000000,Charisma; Reputation,4e-05,NeuroFlux Governor; Wired Reflexes,2
Volhaven,Combat Rib I,7500,47500000,Combat,0.0,NeuroFlux Governor; Wired Reflexes; Nuoptimal Nootropic Injector Implant; Speech Processor Implant,4
Volhaven,Speech Processor Implant,7500,100000000,Charisma,0.0,NeuroFlux Governor; Wired Reflexes; Nuoptimal Nootropic Injector Implant; Combat Rib I,4
Volhaven,DermaForce Particle Barrier,15000,100000000,Charisma; Combat,0.0,NeuroFlux Governor; Wired Reflexes; Nuoptimal Nootropic Injector Implant; Combat Rib I; Speech Processor Implant,5
Volhaven,Combat Rib II,18750,130000000,Combat,0.0,NeuroFlux Governor; Wired Reflexes; Nuoptimal Nootropic Injector Implant; Combat Rib I; Speech Processor Implant; DermaForce Particle Barrier,6
Volhaven,Neuralstimulator,50000,6000000000,Hacking,4.8e-06,NeuroFlux Governor; Wired Reflexes; Nuoptimal Nootropic Injector Implant; Combat Rib I; Speech Processor Implant; DermaForce Particle Barrier; Combat Rib II,7
